songid,Song_name,Genres
3000,Want to Want Me,post-teen pop
3003,Can't Feel My Face,post-teen pop
3004,Miss Independent,post-teen pop
3005,Raise Your Glass,post-teen pop
3006,Yeah! (feat. Lil Jon & Ludacris),post-teen pop
3007,Super Bass,post-teen pop
3008,Club Can't Handle Me (feat. David Guetta),post-teen pop
3010,Down,post-teen pop
3011,DONTTRUSTME,post-teen pop
3013,Right Now (Na Na Na),post-teen pop
3015,The Way,post-teen pop
3016,My First Kiss - feat. Ke$ha,post-teen pop
3017,Pass Me By,post-teen pop
3018,Pieces Of Me,post-teen pop
3019,Genie In a Bottle,post-teen pop
3020,Everywhere,post-teen pop
3021,Teenage Dream,post-teen pop
3022,Don't Cha,post-teen pop
3024,Burnin' Up,post-teen pop
3026,Get the Party Started,post-teen pop
3028,He Said She Said,post-teen pop
3029,Breathe,post-teen pop
3030,Why Can't I?,post-teen pop
3031,Drama Queen (That Girl) - Original Version,post-teen pop
3032,We R Who We R,post-teen pop
3033,Who Knew,post-teen pop
3034,"Whenever, Wherever",post-teen pop
3035,Ironic - 2015 Remaster,post-teen pop
3036,Year 3000,post-teen pop
3037,Midnight City,electropop
3038,Hold Tight,electropop
3039,Someone New,electropop
3040,Electric Feel,electropop
3041,Dream Of You,electropop
3042,Rush,electropop
3043,Home,electropop
3044,Open Up,electropop
3045,Megaton Mile,electropop
3046,Moving On,electropop
3047,Synchro,electropop
3048,In the End (Lost Tapes),electropop
3049,Jerusalem - Pt. 2,electropop
3051,Long Shot - Mount Pleasant Remix,electropop
3052,parallel world,electropop
3053,On Your Mind,electropop
3054,A Part,electropop
3055,Vermin,electropop
3056,Mono,electropop
3058,Dead of the Night,electropop
3060,Hourglass,electropop
3061,Innocence,electropop
3062,Lone Wolf,electropop
3063,P.D.R.,electropop
3064,Home Tonight,electropop
3066,Breathe,electropop
3067,Damage Control,electropop
3068,Deliverance,electropop
3069,Higher,electropop
3070,Free Your Soul,electropop
3071,Make Up Your Mind,electropop
3072,Arrive,electropop
3074,Time to Find Someone,electropop
3075,Breaking Kind,electropop
3076,Monster,electropop
3077,Crazy Eights,electropop
3078,Nightride,electropop
3079,City Vocabulary,electropop
3081,Moving On,electropop
3082,On the Weekend - Phantoms Remix,electropop
3083,The Highway,electropop
3086,Red Lights,electropop
3087,Paradise,electropop
3088,Sundown,electropop
3089,Body Double,electropop
3090,One Last Time,electropop
3091,Painting Pictures,electropop
3092,Highlight of My Week,electropop
3093,She Said,electropop
3094,Let It Happen,electropop
3095,Don't Let Me Down,electropop
3096,Closer (feat. Halsey),electropop
3097,If I Lose Myself - Alesso vs OneRepublic,electropop
3098,Faded,electropop
3099,Light It Up (feat. Nyla & Fuse ODG) [Remix],electropop
3100,Rockabye (feat. Sean Paul & Anne-Marie),electropop
3101,One Dance,electropop
3102,Kill Em With Kindness,electropop
3103,Feel Good,electropop
3104,Chained To The Rhythm,electropop
3105,Side To Side,electropop
3106,Starving,electropop
3107,Work from Home (feat. Ty Dolla $ign),electropop
3108,Runaway (U & I),electropop
3109,Something Just Like This,electropop
3110,Rather Be (feat. Jess Glynne),electropop
3111,Red Lights,electropop
3112,Chained To The Rhythm,electropop
3113,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",electropop
3114,The Hills,electropop
3115,No Lie,electropop
3117,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,electropop
3120,Don't Wanna Know,electropop
3121,Never Give Up,electropop
3122,Love You Like A Love Song,electropop
3125,I Want You To Know,electropop
3126,Price Tag,electropop
3127,First Time,electropop
3128,Policeman - Radio Edit,electropop
3129,Hey Baby,electropop
3130,I Got You,electropop
3134,Despacito - Remix,electropop
3135,Roar,electropop
3137,E.T.,electropop
3139,No Vacancy,electropop
3140,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",electropop
3141,The Ocean (feat. Shy Martin),electropop
3142,All In My Head (Flex) (feat. Fetty Wap),electropop
3143,Sing Me to Sleep,electropop
3144,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",electropop
3145,Alone,electropop
3146,Starboy,electropop
3147,Swalla (feat. Nicki Minaj & Ty Dolla $ign),electropop
3148,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),electropop
3149,2U (feat. Justin Bieber),electropop
3150,Good Life (with G-Eazy & Kehlani),electropop
3152,It Ain't Me (with Selena Gomez),electropop
3153,There's Nothing Holdin' Me Back,electropop
3155,Wake Me Up - Radio Edit,electropop
3156,Levels - Radio Edit,electropop
3157,Versace On The Floor (Bruno Mars vs. David Guetta),electropop
3158,Safe And Sound,electropop
3159,Middle,electropop
3160,Too Good,electropop
3162,You Know You Like It,electropop
3163,Voodoo Song - Radio Edit,electropop
3165,Whatever It Takes,electropop
3166,I'm In Control,electropop
3167,How Deep Is Your Love,electropop
3168,This Is What You Came For,electropop
3169,Outside,electropop
3171,Feel So Close - Radio Edit,electropop
3173,What Lovers Do (feat. SZA),electropop
3174,Hurtin' Me,electropop
3175,No Lie,electropop
3176,Trumpets (feat. Sean Paul),electropop
3177,Let Me Love You - Sean Paul Remix,electropop
3178,Wild Ones (feat. Sia),electropop
3179,Stereo Love - Radio Edit,electropop
3181,Titanium (feat. Sia),electropop
3182,Shake It Off,electropop
3183,Poker Face,electropop
3185,Chandelier,electropop
3186,A Different Way (with Lauv),electropop
3188,Locked Out of Heaven,electropop
3189,That's What I Like,electropop
3190,Dark Horse,electropop
3194,Panda,electropop
3196,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,electropop
3197,New Rules,electropop
3198,Scared to Be Lonely,electropop
3199,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",electropop
3200,Mama,electropop
3201,Nobody Compares To You,electropop
3202,"Particula (feat. DJ Maphorisa, Nasty C, Ice Prince, Patoranking & Jidenna)",electropop
3203,Options (feat. Stephen Marley),electropop
3204,What Lovers Do (feat. SZA),electropop
3206,Pumped Up Kicks,electropop
3207,Sugar (feat. Francesco Yates),electropop
3208,Cheap Thrills,electropop
3210,Can't Stop Dancin',electropop
3211,I Took A Pill In Ibiza - Seeb Remix,electropop
3213,Middle,electropop
3214,Cake By The Ocean,electropop
3217,Summer,electropop
3219,Where Are Ü Now (with Justin Bieber),electropop
3221,Wait,electropop
3222,You Don't Want Love,electropop
3224,Bang My Head (feat. Sia & Fetty Wap),electropop
3225,Heartbreak Back,electropop
3229,Better Now,electropop
3230,"thank u, next",electropop
3232,Sunflower - Spider-Man: Into the Spider-Verse,electropop
3235,This Feeling (feat. Kelsea Ballerini),electropop
3238,Nuh Ready Nuh Ready,electropop
3240,Electricity (with Dua Lipa),electropop
3243,Guilty,electropop
3244,Better,electropop
3245,breathin,electropop
3246,Wish You Well (feat. Trove),electropop
3247,Without Me,electropop
3248,Silence,electropop
3249,Happier,electropop
3250,Eastside (with Halsey & Khalid),electropop
3251,Love No More,electropop
3252,Promises (with Sam Smith),electropop
3253,With You,electropop
3254,Let You Love Me,electropop
3255,Woman Like Me (feat. Nicki Minaj),electropop
3256,Close To Me (with Diplo) (feat. Swae Lee),electropop
3257,High On Life (feat. Bonn),electropop
3258,Giant (with Rag'n'Bone Man),electropop
3259,Mama,electropop
3260,Lost in the Fire,electropop
3261,Wow.,electropop
3262,Dancing With A Stranger (with Normani),electropop
3263,San Francisco (feat. Sofia Carson),electropop
3264,Lucky Strike,electropop
3265,Hope,electropop
3266,Bad Liar,electropop
3267,Nothing Breaks Like a Heart (feat. Miley Cyrus),electropop
3268,Move On,electropop
3269,No Candle No Light (feat. Nicki Minaj),electropop
3270,Treat You Better - Single Edit,electropop
3271,Mama (feat. Ellie Goulding),electropop
3272,Better To Lie (with Jesse & Swae Lee),electropop
3273,Should've Known Better (feat. Anne-Marie),electropop
3274,Empty Space,electropop
3275,I Found You (with Calvin Harris),electropop
3276,Dreams,electropop
3281,Feeling of Falling,electropop
3282,Mountains,electropop
3284,My Way (ft. Alice Berg),electropop
3285,Blow That Smoke (feat. Tove Lo),electropop
3286,Never Let You Go (feat. Sofia Reyes),electropop
3287,Twenty One,electropop
3289,Swan Song,electropop
3292,There You Are,electropop
3296,Like I Love You,electropop
3298,How You've Been - Black Caviar Remix,electropop
3300,All Into Nothing,electropop
3301,Suncity (feat. Empress Of),electropop
3302,i'm so tired...,electropop
3303,Chlorine,electropop
3304,Grip,electropop
3307,Bones (feat. OneRepublic),electropop
3308,Play,electropop
3310,Nights Like This (feat. Ty Dolla $ign),electropop
3311,Call You (feat. Nasri of MAGIC!),electropop
3313,How You Love Me (feat. Conor Maynard & Snoop Dogg),electropop
3316,Bye Bye (feat. Ivy Adara),electropop
3317,So Close,electropop
3318,imagine,electropop
3320,Happy Now,electropop
3324,You Remind Me (feat. Stanaj),electropop
3325,Sweet but Psycho,electropop
3326,Scared of Love,electropop
3327,Don't Kill My High,electropop
3328,Lost Control,electropop
3329,Done Da Da,electropop
3330,Who Do You Love,electropop
3331,Speechless (feat. Erika Sirola),electropop
3333,Solo (feat. Demi Lovato),electropop
3334,Beautiful (feat. Camila Cabello),electropop
3338,Rise,electropop
3339,1999,electropop
3340,Right Now,electropop
3341,No Place,electropop
3342,Happy Now,electropop
3343,Hold Me (feat. Frank Kadillac),electropop
3345,LET YOU BE RIGHT,electropop
3347,Night Like This,electropop
3350,High School Dropout,electropop
3354,Slow Hands,electropop
3355,Undrunk,electropop
3357,Best I Ever Had,electropop
3358,Connection,electropop
3359,Yours,electropop
3360,8 Letters,electropop
3361,Better When You're Gone,electropop
3362,No Sleep (feat. Bonn),electropop
3363,You Say,electropop
3364,Don't Call Me Up,electropop
3365,MONOPOLY (with Victoria Monét),electropop
3368,Preach,electropop
3370,Love Me,electropop
3371,Can't Breathe,electropop
3372,Doin’ Dirt,electropop
3373,DCMO (Don't Count Me Out),electropop
3374,In the Name of Love,electropop
3375,Kill Em With Kindness,electropop
3377,I Would Like,electropop
3379,Instant Crush,electropop
3380,Faded - Dash Berlin Remix,electropop
3384,One More Time,electropop
3385,Never Forget You,electropop
3386,Smash the Funk,electropop
3387,Go Fuck Yourself,electropop
3388,Starboy,electropop
3390,Cheap Thrills,electropop
3391,We Don't Talk Anymore,electropop
3392,Where Is The Love?,electropop
3393,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),electropop
3394,Light It Up (feat. Nyla & Fuse ODG) - Remix,electropop
3395,Cold Water (feat. Justin Bieber & MØ),electropop
3396,Lush Life,electropop
3397,Sex,electropop
3398,No Money,electropop
3399,Heathens,electropop
3400,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",electropop
3401,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",electropop
3402,Shots - Broiler Remix,electropop
3403,GDFR (feat. Sage the Gemini & Lookas),electropop
3404,Roses,electropop
3405,PILLOWTALK,electropop
3406,Panda,electropop
3408,7/11,electropop
3409,One Dance,electropop
3412,Watch Out For This (Bumaye),electropop
3413,Dangerous (feat. Sam Martin),electropop
3414,Radioactive,electropop
3415,"Me, Myself & I",electropop
3417,Pump It,electropop
3418,Send My Love (To Your New Lover),electropop
3420,She Wolf (Falling to Pieces) (feat. Sia),electropop
3421,Rise (feat. Skylar Grey),electropop
3422,Blame,electropop
3423,Waiting For Love,electropop
3424,Bad (feat. Vassy) - Radio Edit,electropop
3425,Powerful (feat. Ellie Goulding & Tarrus Riley),electropop
3426,Want to Want Me,electropop
3427,I Took A Pill In Ibiza - Seeb Remix,electropop
3428,Faded,electropop
3429,Cake By The Ocean,electropop
3430,Locked Away,electropop
3431,Don't Worry (with Ray Dalton) - Radio Edit,electropop
3432,Chandelier,electropop
3433,Time of Our Lives,electropop
3434,Sexy Bitch (feat. Akon),electropop
3435,Stressed Out,electropop
3436,I Can Only Imagine (feat. Chris Brown & Lil Wayne),electropop
3437,Shot Me Down (feat. Skylar Grey) - Radio Edit,electropop
3438,Can't Feel My Face,electropop
3439,Dark Horse,electropop
3440,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",electropop
3441,Paradise,electropop
3442,Where Them Girls At (feat. Nicki Minaj & Flo Rida),electropop
3443,If It Ain't Love,electropop
3444,Work from Home,electropop
3445,"Love Me Like You Do - From ""Fifty Shades Of Grey""",electropop
3446,Ride,electropop
3447,Fast Car,electropop
3448,Hotline Bling,electropop
3449,Marvin Gaye,electropop
3450,Sing Me to Sleep,electropop
3451,Stay (feat. Maty Noyes),electropop
3452,Hymn for the Weekend - Seeb Remix,electropop
3453,Lean On (feat. MØ & DJ Snake),electropop
3454,Lane Boy,electropop
3456,The Days,electropop
3457,On Top Of The World,electropop
3459,The Nights,electropop
3461,On My Mind,electropop
3462,I Need Your Love (feat. Ellie Goulding),electropop
3466,Burn,electropop
3467,Lights - Single Version,electropop
3468,FourFiveSeconds,electropop
3469,Give Me Everything,electropop
3470,Fireball (feat. John Ryan),electropop
3471,Otra Era,electropop
3473,Espada,electropop
3474,"Sincronía, Pegaso",electropop
3475,Intuición (feat. Li Saumet),electropop
3476,Luz de Piedra de Luna,electropop
3477,Hasta la Verdad,electropop
3478,La Joya,electropop
3479,Dentro de ti,electropop
3480,Espejo,electropop
3481,Yo No Te Pido la Luna,electropop
3483,Sol de Invierno,electropop
3484,Sufrir,electropop
3487,Que Me Tome la Noche,electropop
3489,El Amanecer,electropop
3490,Esa Fuerza,electropop
3491,Cámara Lenta,electropop
3492,Alma,electropop
3494,Los Olores de Tu Alma,electropop
3496,Escalera,electropop
3497,Aire,electropop
3498,Cerca,electropop
3499,Noche,electropop
3500,Primera Estrella,electropop
3501,Esquemas Juveniles,electropop
3502,Quédate un Ratito Más,electropop
3503,Al Siguiente Nivel,electropop
3504,Acá Entera,electropop
3505,Todas Aquí,electropop
3506,Como Siempre Soñé,electropop
3507,La Carretera,electropop
3508,Cuando Hablamos,electropop
3510,Pide,electropop
3512,Cuando no la esperas,electropop
3513,No Te Cuesta Nada,electropop
3515,"Un Audífono Tú, un Audífono Yo",electropop
3516,I.O.A.,electropop
3518,Amiga,electropop
3519,Ahondar en Ti,electropop
3520,Está en Tus Manos,electropop
3521,"Culebra, Columna y Estatua",electropop
3524,Vivir,electropop
3525,Casan (No Puedo Bloquear Lo Que Quiero Dar),electropop
3526,Nada,electropop
3527,Ausencia,electropop
3528,Ya No Quieras Comprenderlo Todo,electropop
3529,La Risa Lenta,electropop
3531,Necesito Cambiar,electropop
3534,Novias,electropop
3535,La Vida No Es Eterna,electropop
3536,Nubes de Fuego,electropop
3537,Sunset Lover,electropop
3538,Light It Up - Remix,electropop
3539,Roses,electropop
3540,Something Just Like This,electropop
3543,Closer,electropop
3545,Jump,electropop
3546,Overtime,electropop
3547,Middle,electropop
3548,Firestone (feat. Conrad Sewell),electropop
3549,It Ain't Me,electropop
3550,First Time,electropop
3551,Stay,electropop
3552,The Summer Is Magic (Remix Edit),electropop
3553,Cake By The Ocean,electropop
3554,Set Me Free,electropop
3555,My Life Be Like(Grits),electropop
3556,Run Free,electropop
3557,No Type,electropop
3559,Dancin (feat. Luvli) - Krono Remix,electropop
3564,Baby I'm Yours - feat. Irfane,electropop
3565,Perfect Strangers,electropop
3566,No Promises (feat. Demi Lovato),electropop
3567,Let Me Love You,electropop
3569,More Than You Know,electropop
3571,Sun Is Shining,electropop
3572,Solo (feat. Demi Lovato),electropop
3573,This Girl (Kungs Vs. Cookin' On 3 Burners),electropop
3574,Rattle - Original Mix,electropop
3576,There's Nothing Holdin' Me Back,electropop
3577,Attention,electropop
3578,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",electropop
3580,Thunder,electropop
3581,Shape of You,electropop
3584,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",electropop
3585,Fast Car,electropop
3588,Wolves,electropop
3590,Galway Girl,electropop
3591,Final Song,electropop
3593,Hear Me Now,electropop
3594,"Let Me Go (with Alesso, Florida Georgia Line & watt)",electropop
3596,Paper Planes,electropop
3597,Never Be Alone,electropop
3598,Limitless,electropop
3599,Revolution,electropop
3600,Cold Water,electropop
3604,Audio,electropop
3605,Stole the Show,electropop
3606,Complicated (feat. Kiiara),electropop
3608,On & On,electropop
3610,Why We Lose,electropop
3611,Animals,electropop
3612,I'd Love To Change The World - Matstubs Remix,electropop
3613,All We Know,electropop
3614,Let Me Hold You (Turn Me On),electropop
3615,Lush Life,electropop
3616,Waiting For Love,electropop
3617,Hundred Miles,electropop
3618,Hymn for the Weekend,electropop
3619,So Far Away (feat. Jamie Scott & Romy Dya),electropop
3620,Rolling in the Deep,electropop
3621,Ocean (feat. Khalid),electropop
3622,IDGAF,electropop
3623,The Spark,electropop
3624,Only Girl (In The World),electropop
3627,One Dance,electropop
3628,Worth It,electropop
3629,Secrets,electropop
3633,Turn Me On (feat. Nicki Minaj),electropop
3634,Five More Hours - Deorro x Chris Brown,electropop
3635,Somebody Else,electropop
3638,Attention,electropop
3639,Hunter,electropop
3640,Stay (with Alessia Cara),electropop
3643,Do You Mean (feat. Ty Dolla $ign & bülow),electropop
3644,The Heart Wants What It Wants,electropop
3645,No Vacancy (feat. Amir),electropop
3646,Under Control,electropop
3649,Make It Right,electropop
3653,Sugar,electropop
3654,House Of Cards (feat. Sidnie Tipton),electropop
3655,Flames,electropop
3658,Liquid Blue,electropop
3660,We Found Love,electropop
3661,When The Sun Goes Down,electropop
3662,Let Me Love You,electropop
3663,Bad Chick,electropop
3664,Poker Face,electropop
3665,How Long,electropop
3668,Diamonds,electropop
3669,Love Me Harder,electropop
3670,Waste It On Me (feat. BTS),electropop
3671,Colors (feat. Andreas Moe),electropop
3672,Animals,electropop
3673,Would I Lie to You - Radio Edit,electropop
3675,Demons,electropop
3676,Ten Feet Tall,electropop
3677,Show Me the Way - Radio Edit,electropop
3678,Moves Like Jagger - Studio Recording From The Voice Performance,electropop
3679,Play Hard (feat. Ne-Yo & Akon) - New Edit,electropop
3681,I Gotta Feeling,electropop
3682,Timber (feat. Ke$ha),electropop
3683,DJ Got Us Fallin' In Love (feat. Pitbull),electropop
3684,Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,electropop
3685,Party Rock Anthem,electropop
3686,Little Bad Girl (feat. Taio Cruz & Ludacris),electropop
3688,Talk Dirty (feat. 2 Chainz),electropop
3689,Treat You Better,electropop
3690,There for You,electropop
3692,Follow Me (feat. Jason Derulo),electropop
3693,Wish You Were Here - Radio Edit,electropop
3694,Together,electropop
3695,Mandy,electropop
3696,when u come around,electropop
3697,Into Your Arms,electropop
3698,Solo Dance,electropop
3699,Don't Wanna Know,electropop
3700,I Feel It Coming,electropop
3701,Shot Me Down (feat. Skylar Grey) - Radio Edit,electropop
3702,Lady (feat. Pitbull),electropop
3703,By Your Side,electropop
3704,Shed a Light,electropop
3705,Counting Stars,electropop
3706,Mercy,electropop
3707,Bad (feat. Vassy) - Radio Edit,electropop
3708,I Like That,electropop
3709,Pynk (feat. Grimes),electropop
3710,Make Me Feel,electropop
3712,Django Jane,electropop
3713,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,electropop
3715,We Are Young (feat. Janelle Monáe),electropop
3716,Q.U.E.E.N.,electropop
3717,Yoga,electropop
3718,Cold War,electropop
3719,Venus Fly,electropop
3720,Primetime,electropop
3723,Gabby,electropop
3724,"Oh, Maker",electropop
3726,Many Moons - EP Version,electropop
3727,Electric Lady,electropop
3728,Safari,electropop
3729,Dance or Die (feat. Saul Williams),electropop
3730,"Sincerely, Jane - EP Version",electropop
3731,Dance Apocalyptic,electropop
3732,Lettin Go! (Album Version),electropop
3733,Locked Inside,electropop
3734,Violet Stars Happy Hunting! (feat. The Skunks) - EP Version,electropop
3735,We Were Rock and Roll,electropop
3736,The Kids (feat. Janelle Monáe),electropop
3737,Faster,electropop
3738,Mr. President - EP Version,electropop
3739,Can't Live without Your Love,electropop
3740,Jalapeño,electropop
3741,Fashion (feat. Janelle Monáe),electropop
3742,Cybertronic Purgatory - EP Version,electropop
3743,Do My Thing,electropop
3744,Isn't This The World,electropop
3745,Call The Law - Main Version - Explicit,electropop
3747,Smile - EP Version,electropop
3751,Pressure Off (feat. Janelle Monáe and Nile Rodgers),electropop
3752,What Is Love,electropop
3753,Sweet Life,electropop
3754,Hum Along And Dance (Gotta Get Down),electropop
3755,In Your Dreams - Main Version - Explicit,electropop
3756,Be Still,electropop
3758,Heroes,electropop
3759,A Sky Full of Stars,electropop
3760,Adventure of a Lifetime,electropop
3761,Slide (feat. Frank Ocean & Migos),electropop
3763,Lean On (feat. MØ & DJ Snake),electropop
3764,Light It Up (feat. Nyla & Fuse ODG) [Remix],electropop
3765,Cold Water (feat. Justin Bieber & MØ),electropop
3766,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",electropop
3767,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",electropop
3768,Be the One,electropop
3769,Mask Off,electropop
3770,In My Feelings,electropop
3771,God's Plan,electropop
3773,Stargazing,electropop
3774,This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,electropop
3775,Safe And Sound,electropop
3776,Kangaroo Court,electropop
3780,Would You Ever,electropop
3781,HUMBLE. - SKRILLEX REMIX,electropop
3783,Purple Lamborghini (with Rick Ross),electropop
3784,To Ü (feat. AlunaGeorge),electropop
3785,Take Ü There (feat. Kiesza),electropop
3786,Febreze (feat. 2 Chainz),electropop
3787,Like I Do,electropop
3788,FRIENDS,electropop
3789,Everyday,electropop
3790,Alone,electropop
3791,You Can Cry,electropop
3792,Paralyzed,electropop
3793,The Weekend - Funk Wav Remix,electropop
3796,Options,electropop
3797,Malibu,electropop
3798,Coming Over,electropop
3799,Get Low,electropop
3801,Drunk All the Time (feat. Simon Lord),electropop
3802,Kiwi,electropop
3804,Liquid Blue - Radio Edit,electropop
3806,"Me, Myself & I - Viceroy Remix",electropop
3807,Call On Me - Ryan Riback Remix,electropop
3808,Sweet Lies (Featuring Sam Gray),electropop
3809,Light,electropop
3810,Deixe-Me Ir - LIVA Remix,electropop
3811,Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,electropop
3812,Coastline (feat. Hollow Coves),electropop
3813,No Lie,electropop
3814,lift me from the ground,electropop
3816,We Rise,electropop
3819,Lines of the Broken,electropop
3820,One Dance,electropop
3821,What Lovers Do (feat. SZA),electropop
3822,Passionfruit,electropop
3823,She Will Be Loved - Radio Mix,electropop
3824,Maps,electropop
3825,Yellow,electropop
3826,Fix You,electropop
3827,Viva La Vida,electropop
3830,Somebody Else,electropop
3831,Controlla,electropop
3833,You're On (feat. Kyan),electropop
3834,Symphony (feat. Zara Larsson),electropop
3835,I Miss You (feat. Julia Michaels),electropop
3836,Veridis Quo,electropop
3837,Around the World,electropop
3838,Lose Yourself to Dance,electropop
3839,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,electropop
3840,Get Lucky,electropop
3841,Wake Me Up,electropop
3843,Without You (feat. Sandro Cavazza),electropop
3844,Lonely Together (feat. Rita Ora),electropop
3845,The Nights,electropop
3847,You Make Me,electropop
3848,For A Better Day,electropop
3849,Addicted To You,electropop
3850,Talk To Myself,electropop
3851,Aerodynamic,electropop
3852,Digital Love,electropop
3855,"Harder, Better, Faster, Stronger",electropop
3857,Sweet Dreams (Are Made of This) - Remastered,electropop
3858,Here Comes the Rain Again - Remastered Version,electropop
3859,Blue Savannah,electropop
3861,A Little Respect (Remastered 2009),electropop
3863,Oh L'Amour,electropop
3864,Love to Hate You,electropop
3865,It's a Sin - 2001 Remaster,electropop
3868,Always on My Mind,electropop
3869,Go West - 2003 Remaster,electropop
3870,Big in Japan,electropop
3871,Relax,electropop
3872,Hungry Like the Wolf - 2009 Remaster,electropop
3873,Take on Me,electropop
3877,Enjoy the Silence,electropop
3878,Just Can't Get Enough,electropop
3879,Personal Jesus,electropop
3882,The Look,electropop
3888,All That She Wants - Remastered,electropop
3889,The Sign,electropop
3890,Can't Get Over You,electropop
3892,Bottles,electropop
3893,Cradles,electropop
3894,Tear in My Heart,electropop
3895,Congratulations,electropop
3896,The Git Up,electropop
3897,Right Now,electropop
3898,Panini,electropop
3901,Way Down We Go,electropop
3902,Mister Glassman,electropop
3903,High Hopes,electropop
3905,Old Town Road,electropop
3906,Cutting Shapes,electropop
3908,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),electropop
3909,Jackie Chan,electropop
3910,Wassup (Listen To The Horns),electropop
3911,Too Close,electropop
3913,Get You The Moon (feat. Snøw),electropop
3914,Fire Blazing,electropop
3915,Rob A Bank,electropop
3916,People Suck,electropop
3917,When I Grow Up,electropop
3918,Ghost,electropop
3919,You?,electropop
3923,Sex (Let's Talk About Sex),electropop
3925,In Your Head,electropop
3926,I'll Be There For You,electropop
3927,Cradles,electropop
3928,make daddy proud,electropop
3929,Mine All Day,electropop
3930,"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)",electropop
3932,do re mi,electropop
3936,hot girl bummer,electropop
3937,Dear God,electropop
3938,i miss the old u,electropop
3941,chateau,electropop
3943,Bitch Lasagna,electropop
3944,Tongue Tied (with YUNGBLUD & blackbear),electropop
3945,goosebumps,electropop
3946,Candy,electropop
3947,Walls Could Talk,electropop
3948,Ocean Eyes - Blackbear Remix,electropop
3949,Run Wild,electropop
3950,Revolution - Remix,electropop
3952,GIANTS,electropop
3953,Devil Eyes,electropop
3955,Middle Finger,electropop
3956,Blood // Water,electropop
3957,Stronger,electropop
3958,Morph,electropop
3959,GRRRLS,electropop
3960,Crocodile Tears,electropop
3961,On My Mind,electropop
3962,goodbye,electropop
3963,tired of my life,electropop
3964,Ghosts,electropop
3965,Bury Me Low,electropop
3966,Riptide,electropop
3967,Hot,electropop
3968,Deadroses,electropop
3969,Thief,electropop
3970,Pull Up,electropop
3972,Wing$,electropop
3973,parents,electropop
3975,Supposed to Be,electropop
3977,Chanel,electropop
3978,BOOM,electropop
3979,XO Tour Llif3,electropop
3980,Silly of Me,electropop
3981,The Other Side Of Paradise,electropop
3982,Little Poor Me,electropop
3983,yes & no,electropop
3984,Birthday Suit,electropop
3985,ROXANNE,electropop
3986,Rock Bottom,electropop
3987,Lottery (Renegade),electropop
3988,Movements,electropop
3989,FML,electropop
3990,SLOW DANCING IN THE DARK - Loud Luxury Remix,electropop
3991,like that,electropop
3992,Everyday,electropop
3993,I,electropop
3994,so sad,electropop
3996,Clockwise,electropop
3997,The Wall,electropop
3998,i wanna be your girlfriend,electropop
3999,Are We Cool?,electropop
4000,Layaway,electropop
4002,Youngblood,electropop
4003,Falling,electropop
4005,World In My Eyes - 2006 Remastered Version,electropop
4006,Hold On,electropop
4007,Dreamer,electropop
4008,Delorean Dynamite,electropop
4009,Office Politics,electropop
4010,Moving in Stereo,electropop
4011,5 8 6 - Live,electropop
4012,The Long Run,electropop
4014,"Rebel, Rebel",electropop
4015,BB's Theme,electropop
4016,Runnin' Down a Dream,electropop
4017,Swing Tree,electropop
4018,Million Dollar Doll,electropop
4019,These Days (Don't Make Me Wait),electropop
4020,Electric Blue,electropop
4021,La forêt,electropop
4022,Casina,electropop
4023,Don't Stop The Rock,electropop
4024,Lake Zurich,electropop
4025,Quiet Life,electropop
4027,Designs for You,electropop
4028,Night Sweats,electropop
4029,America Online,electropop
4030,"Denise, Don’t Wanna See You Cry",electropop
4031,A Dream Away - Remastered,electropop
4032,I Need a Connection,electropop
4033,This Island Earth,electropop
4034,Cello Song Feat. Jose Gonzales,electropop
4035,Rest,electropop
4036,Are ‘Friends’ Electric?,electropop
4037,Chemistry - Llewellyn's Retouch,electropop
4038,Amanda Lear,electropop
4039,The Drone Racing League,electropop
4040,Drives,electropop
